iter	RMSE
0	0.8064556856
1	0.7842658106
2	0.7586340285
3	0.7306019115
4	0.7040685607
5	0.6782056745
6	0.6559478836
7	0.6319941687
8	0.6089060711
9	0.5880770472
10	0.5664825355
11	0.5459087774
12	0.5259639539
13	0.5068618104
14	0.4883436478
15	0.4703945063
16	0.4533114921
17	0.4380562187
18	0.4220530046
19	0.4066344068
20	0.3917477495
21	0.3774362912
22	0.3636589334
23	0.3503456992
24	0.3375468406
25	0.3252879627
26	0.3133095741
27	0.3039244414
28	0.2927569843
29	0.2833195193
30	0.2738033024
31	0.2638008181
32	0.2541156463
33	0.2447563636
34	0.2358151241
35	0.2277292821
36	0.2193419867
37	0.2131199287
38	0.205379884
39	0.1992183768
40	0.1919417689
41	0.1849309874
42	0.1782146952
43	0.1717423434
44	0.1654524588
45	0.1593749027
46	0.153538018
47	0.1479619206
48	0.1425255024
49	0.1373203452
50	0.1322749925
51	0.1274536128
52	0.1231029887
53	0.1186069203
54	0.1142603332
55	0.1100972471
56	0.1065700114
57	0.1026664224
58	0.09892740739
59	0.0953053918
60	0.09180576864
61	0.08845316851
62	0.08564930646
63	0.08252174466
64	0.07952485086
65	0.07662095242
66	0.07398076278
67	0.07127051263
68	0.06866810227
69	0.0661537296
70	0.06387491053
71	0.06176220607
72	0.05950718236
73	0.05787410983
74	0.0557496376
75	0.05387511312
76	0.05190795905
77	0.05023260867
78	0.04839874306
79	0.04702665093
80	0.04531867985
81	0.04367284442
82	0.04215549745
83	0.04062457741
84	0.03914925843
85	0.03772012206
86	0.03633597375
87	0.03501640578
88	0.03373819453
89	0.03258464491
90	0.03139673947
91	0.03034349422
92	0.02924160065
93	0.02821354656
94	0.02719057814
95	0.02619811852
96	0.0252419083
97	0.02453627598	0.02395939948
99	0.02314318568
100	0.02230409334
101	0.02149259753
102	0.02071111087
103	0.02001828499
104	0.01930665874
105	0.01860842076
106	0.01794889599
107	0.01729809563
108	0.01667031645
109	0.0161899251
110	0.0156196265
111	0.01507107031
112	0.0145348569
113	0.01404822644
114	0.01354262789
115	0.01305571018
116	0.01266129148
117	0.01220496504
118	0.01176613123
119	0.01139469668
120	0.01099633767
121	0.0106038414
122	0.01022432373
123	0.009860612135
124	0.00952043146
125	0.009183057266
126	0.008849831257
127	0.008528697427
128	0.008227128894
129	0.007928596729
130	0.007640897546
131	0.00737056455
132	0.007119248145
133	0.006887734143
134	0.006655723046
135	0.006418556975
136	0.006189961536
137	0.006012680825
138	0.005797343786
139	0.005614252688
140	0.005418675221
141	0.00523090325
142	0.005041119022
